file,label,valence,activation,dominance,gender,predicted label,prediction,transcription,total_silence,total_duration,trimmed_duration,n_words,speed_rate_word,speed_rate_word_trimmed
Session2/sentences/wav/Ses02F_impro06/Ses02F_impro06_F013.wav,sad,2.0,3.0,1.6667,F,sad,1,You start to lose like that image after a while.,1.2760000000000007,6.016,5.951,10,0.6016,0.5951
Session2/sentences/wav/Ses02F_impro06/Ses02F_impro06_F014.wav,sad,2.3333,1.6667,2.0,F,sad,1,Thanks.,0.0,1.243,1.243,1,1.243,1.243
Session2/sentences/wav/Ses02F_impro06/Ses02F_impro06_M000.wav,neu,3.0,2.3333,1.6667,F,sad,0,"Hey, a what's up?",0.246,2.282,1.626,4,0.5705,0.4065
Session2/sentences/wav/Ses02F_impro06/Ses02F_impro06_M001.wav,neu,2.0,2.0,1.6667,F,sad,0,"Wow, that's horrible.",0.0,4.877,4.877,3,1.6256666666666666,1.6256666666666666
Session2/sentences/wav/Ses02F_impro06/Ses02F_impro06_M002.wav,neu,2.0,2.3333,2.3333,F,sad,0,I'm sorry to hear about that.,0.0,2.56,2.56,6,0.4266666666666667,0.4266666666666667
Session2/sentences/wav/Ses02F_impro06/Ses02F_impro06_M003.wav,neu,2.3333,2.3333,1.6667,F,neu,1,Yeah.,0.0,1.33,1.33,1,1.33,1.33
Session2/sentences/wav/Ses02F_impro06/Ses02F_impro06_M004.wav,neu,2.3333,2.3333,2.3333,F,sad,0,"I mean, you know, at least he's not in anymore pain now, right?",2.396000000000001,7.19,7.134,13,0.5530769230769231,0.5487692307692308
Session2/sentences/wav/Ses02F_impro06/Ses02F_impro06_M005.wav,neu,2.6667,2.0,2.6667,F,sad,0,"It's good, you know.  you know It hurts I know.  I know what it's like to lose someone like that.",0.0,6.76,6.674,20,0.33799999999999997,0.3337
Session2/sentences/wav/Ses02F_impro06/Ses02F_impro06_M006.wav,neu,3.0,2.0,2.6667,F,sad,0,It's okay.,0.0,2.384,2.384,2,1.192,1.192
Session2/sentences/wav/Ses02F_impro06/Ses02F_impro06_M007.wav,neu,3.0,2.0,2.3333,F,sad,0,"'Cause, you know, you've got all the times that you guys did spend together, you know and that's something good that you can look back on.",0.17600000000000002,9.38,9.278,26,0.3607692307692308,0.35684615384615387
Session2/sentences/wav/Ses02F_impro06/Ses02F_impro06_M008.wav,neu,2.6667,1.6667,2.0,F,sad,0,I mean--I don't know.,0.0,5.35,5.35,4,1.3375,1.3375
Session2/sentences/wav/Ses02F_impro06/Ses02F_impro06_M009.wav,neu,2.6667,2.0,2.6667,F,sad,0,"Well, that's that's good, you know.  At least, I don't know.  I mean it's- it's better to go- to goout that way than...",0.0,10.705,10.705,23,0.46543478260869564,0.46543478260869564
Session2/sentences/wav/Ses02F_impro06/Ses02F_impro06_M010.wav,neu,2.6667,3.0,2.3333,F,sad,0,".than you know, in pain and like this gradual, this horrible process.  I mean--",0.0,6.308,6.308,14,0.45057142857142857,0.45057142857142857
Session2/sentences/wav/Ses02F_impro06/Ses02F_impro06_M011.wav,neu,3.3333,2.3333,2.6667,F,neu,1,"But look at the--he--look at the life he did get to lead.  I mean, for his age, he'd done so much and--",0.8219999999999994,8.602,8.343,22,0.391,0.37922727272727275
Session2/sentences/wav/Ses02F_impro06/Ses02F_impro06_M012.wav,neu,3.0,2.3333,2.6667,F,sad,0,"Yeah, exactly.  He's made a big impact on a lot of people. and",0.0,5.66,2.988,13,0.43538461538461537,0.22984615384615384
Session2/sentences/wav/Ses02F_impro06/Ses02F_impro06_M013.wav,neu,2.6667,3.0,3.0,F,sad,0,"And you'll always have that and--you should feel, you know, happy for him that he got to do so much before--I mean, and even after he found out last year.  I mean--",0.39999999999999947,14.53,14.079,32,0.4540625,0.43996875
Session2/sentences/wav/Ses02F_impro06/Ses02F_impro06_M014.wav,neu,1.6667,2.0,2.0,F,sad,0,"I know.  It doesn't bring him back, but--",0.0,2.23,2.23,8,0.27875,0.27875
Session2/sentences/wav/Ses02F_impro06/Ses02F_impro06_M015.wav,neu,2.6667,2.0,2.3333,F,sad,0,"But It's okay because now, you know, you'll just go on with your life and--",0.0,8.1,8.1,15,0.5399999999999999,0.5399999999999999
Session2/sentences/wav/Ses02F_impro06/Ses02F_impro06_M016.wav,neu,3.0,3.0,3.0,F,neu,1,"No, you'll never forget him.",0.389,2.156,1.6929999999999998,5,0.4312,0.33859999999999996
Session2/sentences/wav/Ses02F_impro06/Ses02F_impro06_M017.wav,neu,2.6667,2.0,2.6667,F,neu,1,I know. but you're not  I mean you're not going to forget him.  The pain will go away eventually and--or it will subside--,0.9479999999999995,8.14,5.628,23,0.3539130434782609,0.24469565217391304
Session2/sentences/wav/Ses02F_impro06/Ses02F_impro06_M018.wav,neu,2.6667,2.3333,2.6667,F,sad,0,"That will be, It'll be--it'll be better that way. I mean Time will tell.  Time heals, you know, and it's good.  It's okay.  I mean, it wasn't anybody's fault or anything like that so .",0.0,14.141,14.141,34,0.41591176470588237,0.41591176470588237
Session2/sentences/wav/Ses02F_impro06/Ses02F_impro06_M019.wav,neu,2.3333,2.3333,2.6667,F,neu,1,"It's hard to lose someone that way, but he's he's better--he's better off now.",0.0,4.982,4.982,14,0.35585714285714287,0.35585714285714287
Session2/sentences/wav/Ses02M_impro07/Ses02M_impro07_F014.wav,hap,4.0,4.5,3.5,M,hap,1,No but that's an awesome school. That's so cool.,0.47099999999999986,3.489,3.186,9,0.38766666666666666,0.354
Session2/sentences/wav/Ses02M_impro07/Ses02M_impro07_F015.wav,hap,3.5,2.5,3.0,M,hap,1,"Oh, totally totally.",0.0,1.595,0.239,3,0.5316666666666666,0.07966666666666666
Session2/sentences/wav/Ses02M_impro07/Ses02M_impro07_F016.wav,hap,3.5,3.0,3.0,M,hap,1,you get to like be a part of that.,0.40200000000000014,2.043,1.659,9,0.227,0.18433333333333335
Session2/sentences/wav/Ses02M_impro07/Ses02M_impro07_F017.wav,hap,3.5,3.0,3.5,M,hap,1,"Like you get to be a part of that. Like the, like the- Like a cult.",0.8690000000000002,4.325,4.031,16,0.2703125,0.2519375
Session2/sentences/wav/Ses02M_impro07/Ses02M_impro07_F018.wav,hap,4.5,4.5,4.0,M,hap,1,"[LAUGHTER] like a- like a- [LAUGHTER] No, but I mean like everywhere you go people know who you are.",0.994,8.025,7.684,19,0.4223684210526316,0.40442105263157896
Session2/sentences/wav/Ses02M_impro07/Ses02M_impro07_F019.wav,hap,3.5,2.5,3.5,M,ang,0,So you know what you are going to do there?,0.7740000000000002,1.997,1.424,10,0.19970000000000002,0.1424
Session2/sentences/wav/Ses02M_impro07/Ses02M_impro07_F020.wav,hap,4.0,3.0,3.0,M,hap,1,"Okay. They have a lot of good schools, right?",0.583,3.37,1.1039999999999999,9,0.37444444444444447,0.12266666666666665
Session2/sentences/wav/Ses02M_impro07/Ses02M_impro07_F021.wav,hap,3.5,2.5,3.0,M,hap,1,"Yes, it's intimate.",0.387,1.637,1.3900000000000001,3,0.5456666666666666,0.4633333333333334
Session2/sentences/wav/Ses02M_impro07/Ses02M_impro07_F024.wav,hap,4.0,3.5,3.0,M,hap,1,I will do the best I can.,0.5880000000000001,2.06,1.49,7,0.2942857142857143,0.21285714285714286
Session2/sentences/wav/Ses02M_impro07/Ses02M_impro07_F028.wav,hap,4.0,3.0,3.5,M,hap,1,"and we'll explore and you going to have such a good time, you're going to fit in so well, it's going to be awesome",0.5810000000000001,4.802,4.521,24,0.2000833333333333,0.188375
Session2/sentences/wav/Ses02M_impro07/Ses02M_impro07_F029.wav,hap,4.0,3.0,3.0,M,hap,1,So Congratulations. That's awesome.,2.027,4.41,3.164,4,1.1025,0.791
Session2/sentences/wav/Ses02M_impro07/Ses02M_impro07_M009.wav,hap,3.0,4.0,4.0,M,hap,1,it was you know I wasn't too sure I mean you know it was kind of last minute for like the application,0.685,5.91,5.357,22,0.2686363636363636,0.24350000000000002
Session2/sentences/wav/Ses02M_impro07/Ses02M_impro07_M010.wav,hap,3.0,3.0,2.5,M,hap,1,and everything like but,0.20099999999999985,1.44,1.44,4,0.36,0.36
Session2/sentences/wav/Ses02M_impro07/Ses02M_impro07_M011.wav,hap,3.5,2.5,2.5,M,hap,1,"it was good, yeah. I mean-",0.0,1.76,1.053,6,0.29333333333333333,0.1755
Session2/sentences/wav/Ses02M_impro07/Ses02M_impro07_M023.wav,hap,3.5,4.0,2.5,M,hap,1,"What's that? ahh Well, you know I'm I'm thinking um I'm leaning towards like communications",2.2570000000000006,7.43,6.462000000000001,15,0.4953333333333333,0.4308
Session2/sentences/wav/Ses02M_impro07/Ses02M_impro07_M024.wav,hap,3.0,3.5,2.5,M,hap,1,"I-I don't know. Kind of a broad,",0.2699999999999999,2.52,0.761,7,0.36,0.10871428571428572
Session2/sentences/wav/Ses02M_impro07/Ses02M_impro07_M025.wav,hap,3.5,3.5,4.0,M,hap,1,"yeah, I mean a lot-a lot  of good stuff oh, yeah, I mean it's- it's just a really good school; so really, whatever I pick I can't go wrong. I mean I'm just",0.7439999999999993,7.14,6.86,33,0.21636363636363634,0.20787878787878789
Session2/sentences/wav/Ses02M_impro07/Ses02M_impro07_M026.wav,hap,4.0,4.0,4.0,M,hap,1,"I'm looking forward to getting there. I mean, God, the campus is cool, you know it's like all just very confined I mean just you know it's a college campus you know it's like",1.431999999999999,9.35,8.287,34,0.27499999999999997,0.24373529411764708
Session2/sentences/wav/Ses02M_impro07/Ses02M_impro07_M030.wav,hap,4.0,2.5,3.5,M,hap,1,"Oh, alright.",0.152,1.86,1.7180000000000002,2,0.93,0.8590000000000001
Session2/sentences/wav/Ses02F_impro08/Ses02F_impro08_F000.wav,neu,3.5,3.0,3.5,F,neu,1,"Hi, my name is Shiloh, welcome to--Airline Six.  Hi, how may I help you?",0.3470000000000006,4.296,4.002999999999999,14,0.3068571428571429,0.28592857142857137
Session2/sentences/wav/Ses02F_impro08/Ses02F_impro08_F001.wav,neu,4.0,2.5,3.5,F,hap,0,"All right, sir.",0.0,1.714,1.714,3,0.5713333333333334,0.5713333333333334
Session2/sentences/wav/Ses02F_impro08/Ses02F_impro08_F002.wav,neu,4.0,3.0,4.0,F,ang,0,I completely understand.  Automated systems are very difficult sometimes.,0.27500000000000036,4.742,4.485,9,0.5268888888888889,0.49833333333333335
Session2/sentences/wav/Ses02F_impro08/Ses02F_impro08_F003.wav,neu,4.0,2.5,3.0,F,neu,1,"Um, how may I help you.  You're trying to book a specific flight?",0.635,3.475,3.141,13,0.2673076923076923,0.24161538461538462
Session2/sentences/wav/Ses02F_impro08/Ses02F_impro08_F004.wav,neu,3.5,3.0,4.0,F,neu,1,"Oh, yeah, absolutely.  You know, and especially because you've been waiting so long and I know that, um, you've been having a difficult time.",0.6110000000000002,7.285,7.203,24,0.30354166666666665,0.30012500000000003
Session2/sentences/wav/Ses02F_impro08/Ses02F_impro08_F005.wav,neu,4.0,3.0,4.0,F,neu,1,"I want to definitely give you our special package today, which um is usually only for valued customers who have a record of having previous,",0.4210000000000007,8.115,7.95,25,0.3246,0.318
Session2/sentences/wav/Ses02F_impro08/Ses02F_impro08_F006.wav,neu,3.5,3.5,4.0,F,neu,1,"um lots of purchases, but we're gonna go ahead and give that to you anyway. uh,  Just to make sure that you're happy with your service here.",0.6899999999999995,6.483,6.228,27,0.2401111111111111,0.23066666666666666
Session2/sentences/wav/Ses02F_impro08/Ses02F_impro08_F007.wav,neu,4.0,2.5,3.5,F,hap,0,Is that all right?,0.17700000000000005,1.106,1.106,4,0.2765,0.2765
Session2/sentences/wav/Ses02F_impro08/Ses02F_impro08_F008.wav,neu,4.0,3.0,3.5,F,hap,0,"I can do that right now for you. No, absolutely.  I can take care of you all the way through to the end.",0.2010000000000005,4.908,4.734,23,0.2133913043478261,0.20582608695652174
Session2/sentences/wav/Ses02F_impro08/Ses02F_impro08_F009.wav,neu,3.5,3.0,3.0,F,neu,1,All I'm going to need is your credit card number but just give me one moment. So-,0.8420000000000001,4.244,3.963,17,0.2496470588235294,0.23311764705882354
Session2/sentences/wav/Ses02F_impro08/Ses02F_impro08_F010.wav,neu,3.5,3.0,4.0,F,neu,1,"um, you're scheduling a flight as well--And you would like to, um, we have a highly discounted hotel rate that goes along with that so that everything is all in one deal.  You're taken care of by the time that you get there.",0.9339999999999992,12.732,8.517000000000001,43,0.29609302325581394,0.1980697674418605
Session2/sentences/wav/Ses02F_impro08/Ses02F_impro08_F011.wav,neu,3.5,2.5,3.5,F,hap,0,Absolutely. we we,0.266,2.364,2.364,3,0.7879999999999999,0.7879999999999999
Session2/sentences/wav/Ses02F_impro08/Ses02F_impro08_F012.wav,neu,3.5,3.5,4.0,F,neu,1,"Yes, I completely understand.  Actually, our-our airline only uses five star hotel and above.  Except we charge at a three star hotel rate because, as a corporation, we are able to get a deal from the hotels themselves.",1.6199999999999979,12.879,12.421000000000001,38,0.33892105263157896,0.3268684210526316
Session2/sentences/wav/Ses02F_impro08/Ses02F_impro08_F013.wav,neu,3.5,3.0,4.0,F,neu,1,"So, you will absolutely be in a high rated great hotel and we can make sure that it's in a area of town that you like as well.",1.4800000000000004,8.601,7.8709999999999996,28,0.30717857142857147,0.28110714285714283
Session2/sentences/wav/Ses02F_impro08/Ses02F_impro08_F014.wav,neu,4.0,3.0,3.0,F,neu,1,Yeah.,0.4000000000000002,1.4,1.089,1,1.4,1.089
Session2/sentences/wav/Ses02F_impro08/Ses02F_impro08_F015.wav,neu,4.0,2.5,3.0,F,neu,1,Okay.,0.177,1.493,1.493,1,1.493,1.493
Session2/sentences/wav/Ses02F_impro08/Ses02F_impro08_F016.wav,neu,3.5,2.5,3.0,F,ang,0,Great.  How many seats?,0.9839999999999998,3.086,2.2609999999999997,4,0.7715,0.5652499999999999
Session2/sentences/wav/Ses02F_impro08/Ses02F_impro08_F017.wav,neu,4.0,3.5,3.5,F,neu,1,Okay.  Great.  Four seats.  I'll book you for four seats.,0.412,2.954,2.108,10,0.2954,0.21080000000000002
Session2/sentences/wav/Ses02F_impro08/Ses02F_impro08_F018.wav,neu,4.0,3.5,3.5,F,hap,0,"Oh, yeah, absolutely.  Um- Would you like window seats or aisles?",0.5270000000000001,3.837,3.328,11,0.34881818181818186,0.3025454545454545
Session2/sentences/wav/Ses02F_impro08/Ses02F_impro08_F019.wav,neu,3.5,4.0,4.0,F,hap,0,"Okay, I can do um- a win- -two like a window and a aisle and a window and an aisle next to each other so that each of you can sit two by two. And switch around maybe?",1.3909999999999996,9.953,9.768,38,0.26192105263157894,0.25705263157894737
Session2/sentences/wav/Ses02F_impro08/Ses02F_impro08_F020.wav,neu,3.5,3.0,3.0,F,neu,1,Okay.  Great.  What time of the day would you like?,0.36499999999999977,2.392,2.392,10,0.2392,0.2392
Session2/sentences/wav/Ses02F_impro08/Ses02F_impro08_F021.wav,neu,3.5,2.5,4.0,F,neu,1,All right.  Great.  Well we have a very open flight that leaves at nine a.m. and fortunately uh the time change actually goes um backwards from that.,0.4590000000000005,8.374,7.968,27,0.3101481481481482,0.2951111111111111
Session2/sentences/wav/Ses02F_impro08/Ses02F_impro08_F022.wav,neu,3.5,3.5,4.0,F,neu,1,"So, it's a five hour flight, but you'll arrive only at eleven a clock in the morning.  So that day, you can have plenty of time to get to your hotel--Rest up and then still have a nice afternoon your first afternoon in Maui.",0.4079999999999986,11.113,10.971,44,0.2525681818181818,0.24934090909090909
Session2/sentences/wav/Ses02F_impro08/Ses02F_impro08_F023.wav,neu,3.5,3.0,4.0,F,neu,1,Absolutely.  That actually goes in on the same package with our hotel.  You just give me your address.  We'll come and pick up a time that allows you to get to your flight with plenty of time to spare.,1.282000000000002,10.05,9.879,39,0.2576923076923077,0.2533076923076923
Session2/sentences/wav/Ses02F_impro08/Ses02F_impro08_F024.wav,neu,3.5,3.5,4.0,F,neu,1,And a there will also be a shuttle waiting for you to take you to the appropriate hotel.,0.5659999999999998,5.253,4.843,18,0.29183333333333333,0.26905555555555555
Session2/sentences/wav/Ses02F_impro08/Ses02F_impro08_F025.wav,neu,4.0,3.5,4.0,F,neu,1,Yeah--I completely understand.  It's a difficult process sometimes and we want to make traveling as easy as possible.,0.593,5.737,5.556,18,0.31872222222222224,0.30866666666666664
Session2/sentences/wav/Ses02F_impro08/Ses02F_impro08_F026.wav,neu,4.0,3.0,4.0,F,neu,1,Absolutely. Thank you so much for calling and we hope that you will come to us again.,0.6550000000000007,5.156,5.033,17,0.3032941176470588,0.29605882352941176
Session2/sentences/wav/Ses02F_impro08/Ses02F_impro08_F027.wav,neu,4.0,3.0,4.0,F,neu,1,Thank you.,0.208,1.436,0.8379999999999999,2,0.718,0.41899999999999993
Session2/sentences/wav/Ses02F_impro08/Ses02F_impro08_M003.wav,neu,3.0,2.5,3.5,F,neu,1,Okay.,0.5770000000000001,1.106,0.828,1,1.106,0.828
Session2/sentences/wav/Ses02F_impro08/Ses02F_impro08_M005.wav,neu,3.0,3.0,3.0,F,neu,1,You- You can do that--You can do that now? I don't have to get like transferred through or anything like that.,0.5630000000000004,5.58,3.979,21,0.26571428571428574,0.1894761904761905
Session2/sentences/wav/Ses02F_impro08/Ses02F_impro08_M006.wav,neu,4.0,2.5,3.0,F,neu,1,[BREATHING] that's good.,0.4220000000000001,1.866,1.533,3,0.622,0.511
Session2/sentences/wav/Ses02F_impro08/Ses02F_impro08_M007.wav,neu,3.0,4.0,4.0,F,neu,1,"All right.  I want to make sure it's like a nice hotel--I mean-mean I'm gonna be paying a lot of money for this so I don't wanna-I don't wanna, you know, I don't wanna to be a waste of time.",1.2159999999999997,9.198,8.982,40,0.22995000000000002,0.22454999999999997
Session2/sentences/wav/Ses02F_impro08/Ses02F_impro08_M008.wav,neu,3.0,3.0,3.0,F,neu,1,Okay. So--,0.7669999999999999,1.686,1.0419999999999998,2,0.843,0.5209999999999999
Session2/sentences/wav/Ses02F_impro08/Ses02F_impro08_M009.wav,neu,3.5,4.0,3.5,F,neu,1,"Well, you know, we wanted to--we wanted to go to Maui and--That was a",1.828,6.29,5.881,14,0.4492857142857143,0.4200714285714286
Session2/sentences/wav/Ses02F_impro08/Ses02F_impro08_M010.wav,neu,3.0,4.0,3.5,F,neu,1,"--you know, the kids wanna go to the beach and stuff and so--um",0.358,4.396,4.249,13,0.33815384615384614,0.32684615384615384
Session2/sentences/wav/Ses02F_impro08/Ses02F_impro08_M011.wav,neu,3.0,3.0,3.0,F,neu,1,"Well, it's gonna be four of them.",0.318,1.567,1.1700000000000002,7,0.22385714285714284,0.16714285714285718
Session2/sentences/wav/Ses02F_impro08/Ses02F_impro08_M012.wav,neu,2.5,3.5,3.5,F,neu,1,All right.  And can they like all get together?,0.373,2.365,1.218,9,0.2627777777777778,0.13533333333333333
Session2/sentences/wav/Ses02F_impro08/Ses02F_impro08_M013.wav,neu,3.5,3.0,2.5,F,neu,1,"Um- You know, window is nice. I guess",1.169,4.562,3.797,8,0.57025,0.474625
Session2/sentences/wav/Ses02F_impro08/Ses02F_impro08_M015.wav,neu,3.0,3.0,3.0,F,neu,1,"Uh, well, yeah, I think we were just--you know, whenever best available, I guess.  You know--",1.118,6.11,5.646999999999999,16,0.381875,0.35293749999999996
Session2/sentences/wav/Ses02F_impro08/Ses02F_impro08_M016.wav,neu,3.0,3.0,2.5,F,neu,1,"And, like, there's there's shuttles or something that I can get to the hotel.",0.0,5.364,3.258,14,0.3831428571428571,0.2327142857142857
Session2/sentences/wav/Ses02F_impro08/Ses02F_impro08_M018.wav,neu,3.5,2.5,3.0,F,neu,1,All right.  So we're confirmed then or do you--All right.,0.212,2.986,2.782,10,0.29860000000000003,0.2782
Session2/sentences/wav/Ses02F_impro08/Ses02F_impro08_M019.wav,neu,4.0,2.5,2.5,F,neu,1,Okay.,0.0,1.3,1.3,1,1.3,1.3
Session2/sentences/wav/Ses02M_script01_1/Ses02M_script01_1_F015.wav,neu,3.0,2.5,3.0,M,neu,1,I got an idea but what's the story?,0.0,3.76,3.452,8,0.47,0.4315
Session2/sentences/wav/Ses02M_script01_1/Ses02M_script01_1_F018.wav,neu,2.0,3.0,2.5,M,neu,1,"Well, you want to make sure that your father isn't-",0.659,3.51,1.254,10,0.351,0.1254
Session2/sentences/wav/Ses02M_script01_1/Ses02M_script01_1_F021.wav,neu,2.0,3.5,4.5,M,ang,0,From father's point of you he isn't dead and you have no right to take his girl.,1.0590000000000002,5.18,4.96,17,0.30470588235294116,0.2917647058823529
Session2/sentences/wav/Ses02M_script01_1/Ses02M_script01_1_F023.wav,neu,3.5,3.0,3.5,M,neu,1,You're a considerate fellow.  There's nothing wrong with that.,0.15999999999999992,3.24,2.354,9,0.36000000000000004,0.26155555555555554
Session2/sentences/wav/Ses02M_script01_1/Ses02M_script01_1_F025.wav,neu,2.5,2.5,3.5,M,neu,1,How do you know she'll marry you? Maybe she feels the same way your father does.,1.1170000000000004,3.99,3.071,16,0.249375,0.1919375
Session2/sentences/wav/Ses02M_script01_1/Ses02M_script01_1_F026.wav,ang,2.0,3.0,4.0,M,hap,0,"Trouble is you don't see enough women, you never did.",1.477,3.81,2.3600000000000003,10,0.381,0.23600000000000004
Session2/sentences/wav/Ses02M_script01_1/Ses02M_script01_1_F027.wav,ang,2.0,3.0,4.5,M,ang,1,I just don't see why it has to be Annie.,1.4979999999999998,3.35,2.203,10,0.335,0.2203
Session2/sentences/wav/Ses02M_script01_1/Ses02M_script01_1_F032.wav,ang,2.0,3.5,4.0,M,ang,1,What the hell is this?,1.594,2.44,0.881,5,0.488,0.1762
Session2/sentences/wav/Ses02M_script01_1/Ses02M_script01_1_F033.wav,ang,1.5,4.0,4.5,M,hap,0,"What the hell is this, are you crazy?",1.0650000000000004,2.81,1.786,8,0.35125,0.22325
Session2/sentences/wav/Ses02M_script01_1/Ses02M_script01_1_F034.wav,ang,1.5,3.5,4.5,M,ang,1,What about the business? What is this?,0.9350000000000002,3.08,2.117,7,0.44,0.30242857142857144
Session2/sentences/wav/Ses02M_script01_1/Ses02M_script01_1_F035.wav,ang,2.0,3.0,4.5,M,ang,1,Must you be inspired?,0.7220000000000001,2.59,2.205,4,0.6475,0.55125
Session2/sentences/wav/Ses02M_script01_1/Ses02M_script01_1_F036.wav,ang,2.0,3.5,4.0,M,hap,0,"Tell me, you'd leave the business?",1.452,2.86,1.423,6,0.4766666666666666,0.23716666666666666
Session2/sentences/wav/Ses02M_script01_1/Ses02M_script01_1_F037.wav,ang,2.0,3.5,3.5,M,neu,0,"Well, you don't want to think like that.",1.0430000000000001,2.76,1.82,8,0.345,0.2275
Session2/sentences/wav/Ses02M_script01_1/Ses02M_script01_1_F041.wav,sad,3.0,2.0,2.5,M,sad,1,"Yea, I can see that.",0.0,2.08,2.08,5,0.41600000000000004,0.41600000000000004
Session2/sentences/wav/Ses02M_script01_1/Ses02M_script01_1_M003.wav,sad,2.0,3.0,3.5,M,sad,1,I don't know. When it cracked he ran into the house and cried in the kitchen.,0.5259999999999998,5.8,5.741,16,0.3625,0.3588125
Session2/sentences/wav/Ses02M_script01_1/Ses02M_script01_1_M004.wav,sad,2.5,2.5,3.5,M,sad,1,No. I figured it was best to leave him alone.,0.0,4.02,4.02,10,0.40199999999999997,0.40199999999999997
Session2/sentences/wav/Ses02M_script01_1/Ses02M_script01_1_M005.wav,sad,2.0,2.5,3.0,M,sad,1,I could hear him right through the floor in my room.,0.0,2.96,2.96,11,0.2690909090909091,0.2690909090909091
Session2/sentences/wav/Ses02M_script01_1/Ses02M_script01_1_M012.wav,ang,2.5,3.5,4.5,M,neu,0,We've got to say it to him.,0.0,1.782,1.782,7,0.25457142857142856,0.25457142857142856
Session2/sentences/wav/Ses02M_script01_1/Ses02M_script01_1_M013.wav,ang,1.5,4.0,4.5,M,ang,1,"For God sakes it's been three years, nobody comes back after three years, that's insane.",0.20700000000000002,5.17,3.437,15,0.3446666666666667,0.22913333333333333
Session2/sentences/wav/Ses02M_script01_1/Ses02M_script01_1_M016.wav,neu,3.0,2.5,3.5,M,sad,0,You know why I brought Annie here don't you?,0.7979999999999995,3.88,3.565,9,0.4311111111111111,0.3961111111111111
Session2/sentences/wav/Ses02M_script01_1/Ses02M_script01_1_M017.wav,neu,3.0,2.5,4.0,M,sad,0,You know.,0.0,1.41,1.41,2,0.705,0.705
Session2/sentences/wav/Ses02M_script01_1/Ses02M_script01_1_M018.wav,neu,3.0,2.5,3.5,M,neu,1,I'm going to ask her to marry me.,0.0,2.43,2.43,8,0.30375,0.30375
Session2/sentences/wav/Ses02M_script01_1/Ses02M_script01_1_M021.wav,ang,2.5,3.5,3.5,M,hap,0,See it isn't just my business-,0.20100000000000007,2.83,2.58,6,0.4716666666666667,0.43
Session2/sentences/wav/Ses02M_script01_1/Ses02M_script01_1_M024.wav,ang,1.5,3.5,4.5,M,ang,1,"I don't know why but every time I reach out for something that I really want, I have to pull back 'cause someone else will suffer. My whole bloody life, time after time after time.",2.3760000000000003,12.01,11.277000000000001,35,0.34314285714285714,0.32220000000000004
Session2/sentences/wav/Ses02M_script01_1/Ses02M_script01_1_M025.wav,ang,1.5,4.0,5.0,M,ang,1,To hell with that.,1.054,1.74,1.029,4,0.435,0.25725
Session2/sentences/wav/Ses02M_script01_1/Ses02M_script01_1_M026.wav,neu,2.5,2.5,3.0,M,neu,1,I wanted to get this settled first.,0.8710000000000001,2.39,1.986,7,0.34142857142857147,0.2837142857142857
Session2/sentences/wav/Ses02M_script01_1/Ses02M_script01_1_M027.wav,neu,2.0,3.5,3.5,M,neu,1,"Well, if she does then that's the end of it. From her letters I think she's forgotten him.",2.5410000000000004,5.48,4.255,18,0.30444444444444446,0.23638888888888887
Session2/sentences/wav/Ses02M_script01_1/Ses02M_script01_1_M028.wav,sad,2.0,3.5,4.5,M,neu,0,"I don't know, I'll find out. Then we'll trash it out with dad, right? Mom, don't avoid me.",3.6279999999999997,7.3,6.247,18,0.40555555555555556,0.34705555555555556
Session2/sentences/wav/Ses02M_script01_1/Ses02M_script01_1_M035.wav,sad,2.0,3.0,4.0,M,neu,0,"If I can't do that here well, then I'll have to get out.",2.173,4.7,4.07,13,0.36153846153846153,0.3130769230769231
Session2/sentences/wav/Ses02M_script01_1/Ses02M_script01_1_M036.wav,sad,2.0,3.0,4.0,M,neu,0,"I'll get out. I'll get married and go live some place else, maybe New York.",1.8979999999999997,5.01,3.8770000000000002,15,0.33399999999999996,0.2584666666666667
Session2/sentences/wav/Ses02M_script01_1/Ses02M_script01_1_M037.wav,ang,1.5,3.5,4.5,M,ang,1,"I've been a good son too long a good sucker, I'm through with it.",1.4499999999999997,4.35,3.604,14,0.31071428571428567,0.25742857142857145
Session2/sentences/wav/Ses02M_script01_1/Ses02M_script01_1_M038.wav,ang,2.0,3.0,4.5,M,ang,1,The business?  The business doesn't inspire me.,0.45300000000000007,3.73,3.224,7,0.5328571428571428,0.4605714285714286
Session2/sentences/wav/Ses02M_script01_1/Ses02M_script01_1_M039.wav,ang,1.5,4.0,5.0,M,ang,1,"Yes, I like it and hour a day. If I'm going to grub for money all day long, at least in the evening I want it beautiful.",1.1110000000000007,7.25,6.648,27,0.26851851851851855,0.2462222222222222
Session2/sentences/wav/Ses02M_script01_1/Ses02M_script01_1_M041.wav,sad,3.0,2.5,3.5,M,neu,0,"Yes, on this I would.",1.052,2.83,2.325,5,0.5660000000000001,0.465
Session2/sentences/wav/Ses02F_impro02/Ses02F_impro02_F000.wav,sad,3.0,2.5,2.5,F,sad,1,It's almost time for me to go.,0.0,2.999,2.999,7,0.42842857142857144,0.42842857142857144
Session2/sentences/wav/Ses02F_impro02/Ses02F_impro02_F001.wav,sad,2.0,2.5,2.5,F,sad,1,"There's nothing I can do.  I mean, the government you know--",0.0,6.021,5.944,11,0.5473636363636364,0.5403636363636364
